チーム,背番号,選手,生年月日,ポジション,投打,出身,年俸,,,年齢,,2026,中日,横浜,巨人,阪神,ヤクルト,広島,ソフトバンク,日本ハム,楽天,西武,ロッテ,オリックス,OB,,パワプロ
ロッテ,52,益田 直也,1989.10.25,投手,,,"12,000",1989,10,37,10,,,,,,,,,,,,,,,,
ロッテ,7,藤岡 裕大,1993.08.08,内野手,,,"11,000",1993,08,33,08,,,,,,,,,,,,,,,,
ロッテ,1,藤原 恭大,2000.05.06,外野手,,,"8,000",2000,05,26,05,,,,,,,,,,,,,,,,
ロッテ,32,佐藤 都志也,1998.01.27,捕手,,,"7,200",1998,01,28,01,,,,,,,,,,,,,,,,
ロッテ,25,岡 大海,1991.07.15,外野手,,,"7,000",1991,07,35,07,,,,,,,,,,,,,,,,
ロッテ,27,田村 龍弘,1994.05.13,捕手,,,"7,000",1994,05,32,05,,,,,,,,,,,,,,,,
ロッテ,3,角中 勝也,1987.05.25,外野手,,,"6,000",1987,05,39,05,,,,,,,,,,,,,,,,
ロッテ,15,横山 陸人,2001.08.05,投手,,,"5,800",2001,08,25,08,,,,,,,,,,,,,,,,
ロッテ,47,鈴木 昭汰,1998.09.07,投手,,,"5,100",1998,09,28,09,,,,,,,,,,,,,,,,
ロッテ,0,髙部 瑛斗,1997.12.11,外野手,,,"5,000",1997,12,29,12,,,,,,,,,,,,,,,,
ロッテ,19,唐川 侑己,1989.07.05,投手,,,"4,400",1989,07,37,07,,,,,,,,,,,,,,,,
ロッテ,5,安田 尚憲,1999.04.15,内野手,,,"4,300",1999,04,27,04,,,,,,,,,,,,,,,,
ロッテ,37,小野 郁,1996.10.23,投手,,,"4,200",1996,10,30,10,,,,,,,,,,,,,,,,
ロッテ,6,西川 史礁,2003.03.25,外野手,,,"4,200",2003,03,23,03,,,,,,,,,,,,,,,,
ロッテ,4,友杉 篤輝,2000.11.07,内野手,,,"3,800",2000,11,26,11,,,,,,,,,,,,,,,,
ロッテ,34,高野 脩汰,1998.08.13,投手,,,"3,400",1998,08,28,08,,,,,,,,,,,,,,,,
ロッテ,36,坂本 光士郎,1994.09.09,投手,,,"3,300",1994,09,32,09,,,,,,,,,,,,,,,,
ロッテ,51,山口 航輝,2000.08.18,外野手,,,"3,000",2000,08,26,08,,,,,,,,,,,,,,,,
ロッテ,57,小川 龍成,1998.04.05,内野手,,,"2,700",1998,04,28,04,,,,,,,,,,,,,,,,
ロッテ,56,中森 俊介,2002.05.29,投手,,,"2,600",2002,05,24,05,,,,,,,,,,,,,,,,
ロッテ,50,愛斗,1997.04.06,外野手,,,"2,400",1997,04,29,04,,,,,,,,,,,,,,,,
ロッテ,23,石川 慎吾,1993.04.27,外野手,,,"2,300",1993,04,33,04,,,,,,,,,,,,,,,,
ロッテ,35,田中 晴也,2004.06.06,投手,,,"2,300",2004,06,22,06,,,,,,,,,,,,,,,,
ロッテ,65,寺地 隆成,2005.08.19,捕手,,,"2,200",2005,08,21,08,,,,,,,,,,,,,,,,
ロッテ,63,和田 康士朗,1999.01.14,外野手,,,"2,000",1999,01,27,01,,,,,,,,,,,,,,,,
ロッテ,0,池田 来翔,1999.12.11,内野手,,,"2,000",1999,12,27,12,,,,,,,,,,,,,,,,
ロッテ,28,菊地 吏玖,2000.06.13,投手,,,"2,000",2000,06,26,06,,,,,,,,,,,,,,,,
ロッテ,10,上田 希由翔,2001.08.12,内野手,,,"2,000",2001,08,25,08,,,,,,,,,,,,,,,,
ロッテ,53,木村 優人,2005.06.01,投手,,,"2,000",2005,06,21,06,,,,,,,,,,,,,,,,
ロッテ,54,澤田 圭佑,1994.04.27,投手,,,"1,940",1994,04,32,04,,,,,,,,,,,,,,,,
ロッテ,24,東妻 勇輔,1996.04.04,投手,,,"1,800",1996,04,30,04,,,,,,,,,,,,,,,,
ロッテ,33,八木 彬,1997.05.26,投手,,,"1,800",1997,05,29,05,,,,,,,,,,,,,,,,
ロッテ,67,茶谷 健太,1998.01.16,内野手,,,"1,800",1998,01,28,01,,,,,,,,,,,,,,,,
ロッテ,61,山本 大斗,2002.08.09,外野手,,,"1,800",2002,08,24,08,,,,,,,,,,,,,,,,
ロッテ,18,石垣 元気,2007.08.16,投手,,,"1,600",2007,08,19,08,,,,,,,,,,,,,,,,
ロッテ,44,宮崎 竜成,2000.12.09,内野手,,,"1,500",2000,12,26,12,,,,,,,,,,,,,,,,
ロッテ,2,松川 虎生,2003.10.20,捕手,,,"1,400",2003,10,23,10,,,,,,,,,,,,,,,,
ロッテ,30,廣畑 敦也,1997.12.03,投手,,,"1,300",1997,12,29,12,,,,,,,,,,,,,,,,
ロッテ,64,廣池 康志郎,2002.09.16,投手,,,"1,300",2002,09,24,09,,,,,,,,,,,,,,,,
ロッテ,58,河村 説人,1997.06.18,投手,,,"1,200",1997,06,29,06,,,,,,,,,,,,,,,,
ロッテ,13,毛利 海大,2003.09.14,投手,,,"1,200",2003,09,23,09,,,,,,,,,,,,,,,,
ロッテ,138,山﨑 剛,1995.12.29,内野手,,,"1,000",1995,12,31,12,,,,,,,,,,,,,,,,
ロッテ,121,本前 郁也,1997.10.02,投手,,,"1,000",1997,10,29,10,,,,,,,,,,,,,,,,
ロッテ,49,立松 由宇,1999.02.05,内野手,,,"1,000",1999,02,27,02,,,,,,,,,,,,,,,,
ロッテ,39,井上 広大,2001.08.12,外野手,,,"1,000",2001,08,25,08,,,,,,,,,,,,,,,,
ロッテ,46,冨士 隼斗,2002.03.10,投手,,,"1,000",2002,03,24,03,,,,,,,,,,,,,,,,
ロッテ,41,一條 力真,2003.02.10,投手,,,"1,000",2003,02,23,02,,,,,,,,,,,,,,,,
ロッテ,31,大谷 輝龍,2000.07.11,投手,,,920,2000,07,26,07,,,,,,,,,,,,,,,,
ロッテ,43,石垣 雅海,1998.09.21,内野手,,,900,1998,09,28,09,,,,,,,,,,,,,,,,
ロッテ,60,大聖,2002.01.29,投手,,,800,2002,01,24,01,,,,,,,,,,,,,,,,
ロッテ,59,早坂 響,2005.07.26,投手,,,710,2005,07,21,07,,,,,,,,,,,,,,,,
ロッテ,66,宮﨑 颯,2000.06.14,投手,,,700,2000,06,26,06,,,,,,,,,,,,,,,,
ロッテ,45,植田 将太,1997.12.18,捕手,,,600,1997,12,29,12,,,,,,,,,,,,,,,,
ロッテ,62,坂井 遼,2006.05.08,投手,,,600,2006,05,20,05,,,,,,,,,,,,,,,,
ロッテ,40,奥村 頼人,2007.09.08,投手,,,600,2007,09,19,09,,,,,,,,,,,,,,,,
ロッテ,55,櫻井 ユウヤ,2007.06.30,内野手,,,560,2007,06,19,06,,,,,,,,,,,,,,,,
ロッテ,122,森 遼大朗,1999.04.22,投手,,,550,1999,04,27,04,,,,,,,,,,,,,,,,
ロッテ,124,中村 亮太,1998.05.18,投手,,,500,1998,05,28,05,,,,,,,,,,,,,,,,
ロッテ,140,S.アセベド,2002.08.02,外野手,,,500,2002,08,24,08,,,,,,,,,,,,,,,,
ロッテ,123,秋山 正雲,2003.04.29,投手,,,500,2003,04,23,04,,,,,,,,,,,,,,,,
ロッテ,120,金田 優太,2005.02.12,内野手,,,500,2005,02,21,02,,,,,,,,,,,,,,,,
ロッテ,91,吉川 悠斗,2005.03.14,投手,,,500,2005,03,21,03,,,,,,,,,,,,,,,,
ロッテ,69,岡村 了樹,2007.05.03,捕手,,,460,2007,05,19,05,,,,,,,,,,,,,,,,
ロッテ,132,長島 幸佑,2002.07.05,投手,,,310,2002,07,24,07,,,,,,,,,,,,,,,,
ロッテ,128,杉山 諒,2003.11.22,外野手,,,300,2003,11,23,11,,,,,,,,,,,,,,,,
ロッテ,125,永島田 輝斗,2003.11.30,投手,,,300,2003,11,23,11,,,,,,,,,,,,,,,,
ロッテ,135,髙野 光海,2004.06.17,外野手,,,290,2004,06,22,06,,,,,,,,,,,,,,,,
ロッテ,129,勝又 琉偉,2004.10.07,内野手,,,290,2004,10,22,10,,,,,,,,,,,,,,,,
ロッテ,137,富山 紘之進,2005.09.18,捕手,,,280,2005,09,21,09,,,,,,,,,,,,,,,,
ロッテ,133,武内 涼太,2005.10.25,投手,,,280,2005,10,21,10,,,,,,,,,,,,,,,,
ロッテ,136,藤田 和樹,2005.11.04,外野手,,,280,2005,11,21,11,,,,,,,,,,,,,,,,
ロッテ,134,松石 信八,2005.12.18,内野手,,,280,2005,12,21,12,,,,,,,,,,,,,,,,
ロッテ,127,髙橋 快秀,2005.12.21,投手,,,280,2005,12,21,12,,,,,,,,,,,,,,,,
ロッテ,131,茨木 佑太,2006.05.09,投手,,,270,2006,05,20,05,,,,,,,,,,,,,,,,
ロッテ,130,谷村 剛,2006.09.15,内野手,,,270,2006,09,20,09,,,,,,,,,,,,,,,,
ロッテ,126,中山 優人,2007.04.18,投手,,,260,2007,04,19,04,,,,,,,,,,,,,,,,
ロッテ,139,C.ラドニー,2005.03.27,投手,,,250,2005,03,21,03,,,,,,,,,,,,,,,,
西武,6,源田 壮亮,1993.02.16,内野手,,,"30,000",1993,02,33,02,,,,,,,,,,,,,,,,
西武,26,T.ネビン,1997.05.29,内野手,,,"30,000",1997,05,29,05,,,,,,,,,,,,,,,,
西武,61,平良 海馬,1999.11.15,投手,,,"30,000",1999,11,27,11,,,,,,,,,,,,,,,,
西武,13,髙橋 光成,1997.02.03,投手,,,"25,000",1997,02,29,02,,,,,,,,,,,,,,,,
西武,5,外崎 修汰,1992.12.20,内野手,,,"16,000",1992,12,34,12,,,,,,,,,,,,,,,,
西武,16,隅田 知一郎,1999.08.20,投手,,,"16,000",1999,08,27,08,,,,,,,,,,,,,,,,
西武,45,T.ウィンゲンター,1994.04.15,投手,,,"15,000",1994,04,32,04,,,,,,,,,,,,,,,,
西武,73,林 安可,1997.05.19,外野手,,,"15,000",1997,05,29,05,,,,,,,,,,,,,,,,
西武,25,A.カナリオ,2000.05.07,外野手,,,"15,000",2000,05,26,05,,,,,,,,,,,,,,,,
西武,56,E.ラミレス,1994.07.15,投手,,,"13,000",1994,07,32,07,,,,,,,,,,,,,,,,
西武,7,桑原 将志,1993.07.21,外野手,,,"12,000",1993,07,33,07,,,,,,,,,,,,,,,,
西武,30,A.ワイナンス,1995.08.10,投手,,,"12,000",1995,08,31,08,,,,,,,,,,,,,,,,
西武,60,中村 剛也,1983.08.15,内野手,,,"7,500",1983,08,43,08,,,,,,,,,,,,,,,,
西武,34,甲斐野 央,1996.11.16,投手,,,"6,800",1996,11,30,11,,,,,,,,,,,,,,,,
西武,22,古賀 悠斗,1999.09.10,捕手,,,"6,600",1999,09,27,09,,,,,,,,,,,,,,,,
西武,1,栗山 巧,1983.09.03,外野手,,,"6,000",1983,09,43,09,,,,,,,,,,,,,,,,
西武,51,西川 愛也,1999.06.10,外野手,,,"5,700",1999,06,27,06,,,,,,,,,,,,,,,,
西武,12,渡邉 勇太朗,2000.09.21,投手,,,"4,300",2000,09,26,09,,,,,,,,,,,,,,,,
西武,27,炭谷 銀仁朗,1987.07.19,捕手,,,"4,000",1987,07,39,07,,,,,,,,,,,,,,,,
西武,4,石井 一成,1994.05.06,内野手,,,"4,000",1994,05,32,05,,,,,,,,,,,,,,,,
西武,15,與座 海人,1995.09.15,投手,,,"4,000",1995,09,31,09,,,,,,,,,,,,,,,,
西武,17,松本 航,1996.11.28,投手,,,"4,000",1996,11,30,11,,,,,,,,,,,,,,,,
西武,42,ボー・タカハシ,1997.01.23,投手,,,"4,000",1997,01,29,01,,,,,,,,,,,,,,,,
西武,21,武内 夏暉,2001.07.21,投手,,,"3,850",2001,07,25,07,,,,,,,,,,,,,,,,
西武,19,佐藤 隼輔,2000.01.03,投手,,,"3,800",2000,01,26,01,,,,,,,,,,,,,,,,
西武,63,長谷川 信哉,2002.05.17,外野手,,,"3,400",2002,05,24,05,,,,,,,,,,,,,,,,
西武,62,滝澤 夏央,2003.08.13,内野手,,,"3,200",2003,08,23,08,,,,,,,,,,,,,,,,
西武,8,渡部 聖弥,2002.08.31,外野手,,,"3,100",2002,08,24,08,,,,,,,,,,,,,,,,
西武,36,山田 陽翔,2004.05.09,投手,,,"3,000",2004,05,22,05,,,,,,,,,,,,,,,,
西武,54,黒木 優太,1994.08.16,投手,,,"2,400",1994,08,32,08,,,,,,,,,,,,,,,,
西武,32,山村 崇嘉,2002.09.28,内野手,,,"2,300",2002,09,24,09,,,,,,,,,,,,,,,,
西武,68,岸 潤一郎,1996.12.08,外野手,,,"1,900",1996,12,30,12,,,,,,,,,,,,,,,,
西武,9,蛭間 拓哉,2000.09.08,外野手,,,"1,900",2000,09,26,09,,,,,,,,,,,,,,,,
西武,58,中村 祐太,1995.08.31,投手,,,"1,800",1995,08,31,08,,,,,,,,,,,,,,,,
西武,37,柘植 世那,1997.06.03,捕手,,,"1,700",1997,06,29,06,,,,,,,,,,,,,,,,
西武,10,小島 大河,2003.10.27,捕手,,,"1,500",2003,10,23,10,,,,,,,,,,,,,,,,
西武,127,森脇 亮介,1992.07.13,投手,,,"1,400",1992,07,34,07,,,,,,,,,,,,,,,,
西武,115,佐々木 健,1996.05.13,投手,,,"1,400",1996,05,30,05,,,,,,,,,,,,,,,,
西武,39,平沢 大河,1997.12.24,内野手,,,"1,400",1997,12,29,12,,,,,,,,,,,,,,,,
西武,0,児玉 亮涼,1998.07.10,内野手,,,"1,400",1998,07,28,07,,,,,,,,,,,,,,,,
西武,31,茶野 篤政,1999.08.04,外野手,,,"1,400",1999,08,27,08,,,,,,,,,,,,,,,,
西武,71,菅井 信也,2003.06.28,投手,,,"1,400",2003,06,23,06,,,,,,,,,,,,,,,,
西武,11,上田 大河,2001.11.15,投手,,,"1,250",2001,11,25,11,,,,,,,,,,,,,,,,
西武,20,岩城 颯空,2003.09.17,投手,,,"1,250",2003,09,23,09,,,,,,,,,,,,,,,,
西武,136,高橋 礼,1995.11.02,投手,,,"1,200",1995,11,31,11,,,,,,,,,,,,,,,,
西武,0,仲田 慶介,1999.07.25,内野手,,,"1,200",1999,07,27,07,,,,,,,,,,,,,,,,
西武,29,青山 美夏人,2000.07.19,投手,,,"1,200",2000,07,26,07,,,,,,,,,,,,,,,,
西武,120,野村 大樹,2000.09.10,捕手,,,"1,200",2000,09,26,09,,,,,,,,,,,,,,,,
西武,35,秋山 俊,2003.04.20,外野手,,,"1,200",2003,04,23,04,,,,,,,,,,,,,,,,
西武,23,糸川 亮太,1998.04.30,投手,,,"1,150",1998,04,28,04,,,,,,,,,,,,,,,,
西武,50,髙松 渡,1999.07.02,内野手,,,"1,150",1999,07,27,07,,,,,,,,,,,,,,,,
西武,43,羽田 慎之介,2003.12.25,投手,,,"1,100",2003,12,23,12,,,,,,,,,,,,,,,,
西武,53,牧野 翔矢,2001.03.04,捕手,,,"1,000",2001,03,25,03,,,,,,,,,,,,,,,,
西武,2,齋藤 大翔,2007.01.27,内野手,,,"1,000",2007,01,19,01,,,,,,,,,,,,,,,,
西武,99,村田 怜音,2001.08.04,内野手,,,950,2001,08,25,08,,,,,,,,,,,,,,,,
西武,44,林 冠臣,2002.12.30,外野手,,,950,2002,12,24,12,,,,,,,,,,,,,,,,
西武,40,堀越 啓太,2003.07.15,投手,,,900,2003,07,23,07,,,,,,,,,,,,,,,,
西武,59,横田 蒼和,2007.10.24,内野手,,,900,2007,10,19,10,,,,,,,,,,,,,,,,
西武,117,宮澤 太成,1999.04.15,投手,,,800,1999,04,27,04,,,,,,,,,,,,,,,,
西武,90,浜屋 将太,1999.01.26,投手,,,750,1999,01,27,01,,,,,,,,,,,,,,,,
西武,70,豆田 泰志,2003.01.15,投手,,,750,2003,01,23,01,,,,,,,,,,,,,,,,
西武,33,古川 雄大,2004.05.25,外野手,,,750,2004,05,22,05,,,,,,,,,,,,,,,,
西武,57,黒田 将矢,2004.01.24,投手,,,730,2004,01,22,01,,,,,,,,,,,,,,,,
西武,119,古賀 輝希,2000.08.25,内野手,,,700,2000,08,26,08,,,,,,,,,,,,,,,,
西武,66,川田 悠慎,2002.02.20,外野手,,,700,2002,02,24,02,,,,,,,,,,,,,,,,
西武,47,杉山 遙希,2005.09.23,投手,,,700,2005,09,21,09,,,,,,,,,,,,,,,,
西武,52,篠原 響,2006.09.20,投手,,,700,2006,09,20,09,,,,,,,,,,,,,,,,
西武,46,狩生 聖真,2006.12.25,投手,,,700,2006,12,20,12,,,,,,,,,,,,,,,,
西武,55,仲三河 優太,2002.10.22,外野手,,,650,2002,10,24,10,,,,,,,,,,,,,,,,
西武,41,成田 晴風,2006.02.27,投手,,,650,2006,02,20,02,,,,,,,,,,,,,,,,
西武,116,奥村 光一,1999.12.24,外野手,,,620,1999,12,27,12,,,,,,,,,,,,,,,,
西武,38,佐藤 太陽,2002.05.19,内野手,,,600,2002,05,24,05,,,,,,,,,,,,,,,,
西武,113,野田 海人,2005.03.18,捕手,,,600,2005,03,21,03,,,,,,,,,,,,,,,,
西武,64,龍山 暖,2006.05.13,捕手,,,600,2006,05,20,05,,,,,,,,,,,,,,,,
西武,114,上間 永遠,2001.01.31,投手,,,500,2001,01,25,01,,,,,,,,,,,,,,,,
西武,121,三浦 大輝,2000.04.07,投手,,,400,2000,04,26,04,,,,,,,,,,,,,,,,
西武,122,是澤 涼輔,2000.04.19,捕手,,,400,2000,04,26,04,,,,,,,,,,,,,,,,
西武,125,シンクレア,2001.06.12,投手,,,400,2001,06,25,06,,,,,,,,,,,,,,,,
西武,144,J.ゴンザレス,2002.08.30,投手,,,400,2002,08,24,08,,,,,,,,,,,,,,,,
西武,134,正木 悠馬,2002.11.19,投手,,,400,2002,11,24,11,,,,,,,,,,,,,,,,
西武,135,安藤 銀杜,2003.02.04,外野手,,,400,2003,02,23,02,,,,,,,,,,,,,,,,
西武,133,佐藤 爽,2003.02.09,投手,,,400,2003,02,23,02,,,,,,,,,,,,,,,,
西武,118,斎藤 佳紳,2003.03.16,投手,,,400,2003,03,23,03,,,,,,,,,,,,,,,,
西武,128,平口 寛人,2003.04.15,投手,,,400,2003,04,23,04,,,,,,,,,,,,,,,,
西武,145,R.オリバー,2004.01.01,投手,,,400,2004,01,22,01,,,,,,,,,,,,,,,,
西武,140,J.コルニエル,2002.10.02,内野手,,,320,2002,10,24,10,,,,,,,,,,,,,,,,
西武,142,フレッド,2002.11.24,投手,,,320,2002,11,24,11,,,,,,,,,,,,,,,,
西武,143,カルロス,2003.08.26,外野手,,,320,2003,08,23,08,,,,,,,,,,,,,,,,
西武,130,金子 功児,2003.09.02,内野手,,,320,2003,09,23,09,,,,,,,,,,,,,,,,
西武,141,ムサ,2005.07.26,投手,,,320,2005,07,21,07,,,,,,,,,,,,,,,,
西武,126,谷口 朝陽,2004.04.03,内野手,,,280,2004,04,22,04,,,,,,,,,,,,,,,,
西武,129,川下 将勲,2005.04.03,投手,,,280,2005,04,21,04,,,,,,,,,,,,,,,,
西武,131,木瀬 翔太,2005.04.05,投手,,,280,2005,04,21,04,,,,,,,,,,,,,,,,
西武,138,福尾 遥真,2006.04.06,内野手,,,280,2006,04,20,04,,,,,,,,,,,,,,,,
西武,132,ラマル,2006.04.08,外野手,,,280,2006,04,20,04,,,,,,,,,,,,,,,,
西武,139,オケム,2006.04.10,外野手,,,280,2006,04,20,04,,,,,,,,,,,,,,,,
西武,137,澤田 遥斗,2006.07.30,外野手,,,280,2006,07,20,07,,,,,,,,,,,,,,,,
西武,123,冨士 大和,2006.08.26,投手,,,280,2006,08,20,08,,,,,,,,,,,,,,,,
西武,112,今岡 拓夢,2007.09.05,内野手,,,280,2007,09,19,09,,,,,,,,,,,,,,,,
西武,124,濱岡 蒼太,2007.10.10,投手,,,280,2007,10,19,10,,,,,,,,,,,,,,,,
西武,111,新井 唯斗,2007.11.11,内野手,,,280,2007,11,19,11,,,,,,,,,,,,,,,,
楽天,3,浅村 栄斗,1990.11.12,内野手,,,"50,000",1990,11,36,11,,,,,,,,,,,,,,,,
楽天,9,L.ボイト,1991.02.13,内野手,,,"24,000",1991,02,35,02,,,,,,,,,,,,,,,,
楽天,18,前田 健太,1988.04.11,投手,,,"20,000",1988,04,38,03,,,,,,,,,,,,,,,,
楽天,22,J.ウレーニャ,1991.09.12,投手,,,"19,000",1991,09,35,04,,,,,,,,,,,,,,,,
楽天,11,岸 孝之,1984.12.04,投手,,,"18,000",1984,12,42,05,,,,,,,,,,,,,,,,
楽天,8,辰己 涼介,1996.12.27,外野手,,,"17,000",1996,12,30,06,,,,,,,,,,,,,,,,
楽天,12,O.ゴンザレス,1998.01.10,外野手,,,"16,000",1998,01,28,07,,,,,,,,,,,,,,,,
楽天,15,R.コントレラス,1999.11.07,投手,,,"16,000",1999,11,27,11,,,,,,,,,,,,,,,,
楽天,34,C.マッカスカー,1998.05.22,外野手,,,"13,000",1998,05,28,05,,,,,,,,,,,,,,,,
楽天,7,鈴木 大地,1989.08.18,内野手,,,"12,800",1989,08,37,08,,,,,,,,,,,,,,,,
楽天,6,村林 一輝,1997.10.06,内野手,,,"12,500",1997,10,29,10,,,,,,,,,,,,,,,,
楽天,43,宋 家豪,1992.09.06,投手,,,"10,000",1992,09,34,09,,,,,,,,,,,,,,,,
楽天,56,鈴木 翔天,1996.08.19,投手,,,"8,800",1996,08,30,08,,,,,,,,,,,,,,,,
楽天,0,小深田 大翔,1995.09.28,内野手,,,"8,500",1995,09,31,09,,,,,,,,,,,,,,,,
楽天,58,辛島 航,1990.10.18,投手,,,"8,000",1990,10,36,10,,,,,,,,,,,,,,,,
楽天,28,酒居 知史,1993.01.02,投手,,,"8,000",1993,01,33,01,,,,,,,,,,,,,,,,
楽天,46,藤平 尚真,1998.09.21,投手,,,"8,000",1998,09,28,09,,,,,,,,,,,,,,,,
楽天,51,小郷 裕哉,1996.08.03,外野手,,,"6,000",1996,08,30,08,,,,,,,,,,,,,,,,
楽天,21,早川 隆久,1998.07.06,投手,,,"6,000",1998,07,28,07,,,,,,,,,,,,,,,,
楽天,2,太田 光,1996.10.14,捕手,,,"5,800",1996,10,30,10,,,,,,,,,,,,,,,,
楽天,27,伊藤 光,1989.04.23,捕手,,,"5,200",1989,04,37,04,,,,,,,,,,,,,,,,
楽天,62,西口 直人,1996.11.14,投手,,,"5,000",1996,11,30,11,,,,,,,,,,,,,,,,
楽天,47,藤井 聖,1996.10.03,投手,,,"4,700",1996,10,30,10,,,,,,,,,,,,,,,,
楽天,69,内 星龍,2002.04.24,投手,,,"4,400",2002,04,24,04,,,,,,,,,,,,,,,,
楽天,57,瀧中 瞭太,1994.12.20,投手,,,"4,000",1994,12,32,12,,,,,,,,,,,,,,,,
楽天,19,荘司 康誠,2000.10.13,投手,,,"4,000",2000,10,26,10,,,,,,,,,,,,,,,,
楽天,1,宗山 塁,2003.02.27,内野手,,,"4,000",2003,02,23,02,,,,,,,,,,,,,,,,
楽天,17,古謝 樹,2001.08.18,投手,,,"3,950",2001,08,25,08,,,,,,,,,,,,,,,,
楽天,49,西垣 雅矢,1999.06.21,投手,,,"3,700",1999,06,27,06,,,,,,,,,,,,,,,,
楽天,32,中島 大輔,2001.06.04,外野手,,,"3,700",2001,06,25,06,,,,,,,,,,,,,,,,
楽天,31,渡辺 翔太,2000.10.29,投手,,,"3,600",2000,10,26,10,,,,,,,,,,,,,,,,
楽天,41,加治屋 蓮,1991.11.25,投手,,,"3,400",1991,11,35,11,,,,,,,,,,,,,,,,
楽天,66,今野 龍太,1995.05.11,投手,,,"3,300",1995,05,31,05,,,,,,,,,,,,,,,,
楽天,24,黒川 史陽,2001.04.17,内野手,,,"3,300",2001,04,25,04,,,,,,,,,,,,,,,,
楽天,25,田中 和基,1994.08.08,外野手,,,"3,000",1994,08,32,08,,,,,,,,,,,,,,,,
楽天,35,渡邊 佳明,1997.01.08,内野手,,,"2,800",1997,01,29,01,,,,,,,,,,,,,,,,
楽天,38,佐藤 直樹,1998.09.03,外野手,,,"2,700",1998,09,28,09,,,,,,,,,,,,,,,,
楽天,39,伊藤 裕季也,1996.08.30,内野手,,,"1,900",1996,08,30,08,,,,,,,,,,,,,,,,
楽天,70,石原 彪,1999.03.08,捕手,,,"1,600",1999,03,27,03,,,,,,,,,,,,,,,,
楽天,13,藤原 聡大,2003.11.20,投手,,,"1,600",2003,11,23,11,,,,,,,,,,,,,,,,
楽天,65,堀内 謙伍,1997.04.15,捕手,,,"1,500",1997,04,29,04,,,,,,,,,,,,,,,,
楽天,52,津留﨑 大成,1997.10.10,投手,,,"1,500",1997,10,29,10,,,,,,,,,,,,,,,,
楽天,40,江原 雅裕,2000.08.03,投手,,,"1,400",2000,08,26,08,,,,,,,,,,,,,,,,
楽天,55,YG安田,2000.03.03,捕手,,,"1,300",2000,03,26,03,,,,,,,,,,,,,,,,
楽天,29,田中 千晴,2000.09.21,投手,,,"1,300",2000,09,26,09,,,,,,,,,,,,,,,,
楽天,50,武藤 敦貴,2001.06.15,外野手,,,"1,250",2001,06,25,06,,,,,,,,,,,,,,,,
楽天,20,伊藤 樹,2003.08.24,投手,,,"1,100",2003,08,23,08,,,,,,,,,,,,,,,,
楽天,26,中込 陽翔,2002.01.23,投手,,,"1,000",2002,01,24,01,,,,,,,,,,,,,,,,
楽天,29,德山 一翔,2002.04.11,投手,,,"1,000",2002,04,24,04,,,,,,,,,,,,,,,,
楽天,30,繁永 晟,2003.04.25,内野手,,,"1,000",2003,04,23,04,,,,,,,,,,,,,,,,
楽天,71,柴田 大地,1997.11.07,投手,,,900,1997,11,29,11,,,,,,,,,,,,,,,,
楽天,45,九谷 瑠,1999.11.05,投手,,,900,1999,11,27,11,,,,,,,,,,,,,,,,
楽天,44,田中 貴也,1992.08.27,捕手,,,850,1992,08,34,08,,,,,,,,,,,,,,,,
楽天,73,小森 航大郎,2003.04.30,内野手,,,850,2003,04,23,04,,,,,,,,,,,,,,,,
楽天,48,平良 竜哉,1998.07.09,内野手,,,800,1998,07,28,07,,,,,,,,,,,,,,,,
楽天,78,吉野 創士,2003.10.27,外野手,,,790,2003,10,23,10,,,,,,,,,,,,,,,,
楽天,64,林 優樹,2001.10.29,投手,,,750,2001,10,25,10,,,,,,,,,,,,,,,,
楽天,59,泰 勝利,2003.11.11,投手,,,750,2003,11,23,11,,,,,,,,,,,,,,,,
楽天,36,吉納 翼,2002.08.16,外野手,,,730,2002,08,24,08,,,,,,,,,,,,,,,,
楽天,61,松田 啄磨,2002.02.26,投手,,,700,2002,02,24,02,,,,,,,,,,,,,,,,
楽天,42,阪上 翔也,2003.11.01,外野手,,,700,2003,11,23,11,,,,,,,,,,,,,,,,
楽天,53,坂井 陽翔,2005.04.05,投手,,,640,2005,04,21,04,,,,,,,,,,,,,,,,
楽天,54,日當 直喜,2005.07.06,投手,,,610,2005,07,21,07,,,,,,,,,,,,,,,,
楽天,63,入江 大樹,2002.06.06,内野手,,,580,2002,06,24,06,,,,,,,,,,,,,,,,
楽天,75,陽 柏翔,2005.01.23,内野手,,,550,2005,01,21,01,,,,,,,,,,,,,,,,
楽天,60,ワォーターズ 璃海ジュミル,2005.10.14,内野手,,,550,2005,10,21,10,,,,,,,,,,,,,,,,
楽天,67,大内 誠弥,2006.03.09,投手,,,550,2006,03,20,03,,,,,,,,,,,,,,,,
楽天,72,大栄 利哉,2007.04.23,捕手,,,550,2007,04,19,04,,,,,,,,,,,,,,,,
楽天,79,伊藤 大晟,2007.10.27,投手,,,550,2007,10,19,10,,,,,,,,,,,,,,,,
楽天,79,前田 銀治,2003.11.19,外野手,,,525,2003,11,23,11,,,,,,,,,,,,,,,,
楽天,68,青野 拓海,2005.07.26,内野手,,,520,2005,07,21,07,,,,,,,,,,,,,,,,
楽天,22,水上 桂,2001.07.05,捕手,,,450,2001,07,25,07,,,,,,,,,,,,,,,,
楽天,61,古賀 康誠,2004.09.03,投手,,,430,2004,09,22,09,,,,,,,,,,,,,,,,
